path,top_component,kind_hint,lines,bytes,review_status,domain,pass_component_audit,pass_behavior_trace,pass_discovery,pass_adversarial_verify,finding_count,last_reviewed_upstream_commit,notes,primary_domain,secondary_domains,classification_confidence,review_treatment
abuse-enforcement-service/service-lib/src/test_user.rs,abuse-enforcement-service,test,75,2335,UNREVIEWED,D13;D16,NO,NO,NO,NO,0,,,D13,D16,HIGH,TEST_EVIDENCE
abuse-enforcement-service/types/src/allowlist.rs,abuse-enforcement-service,source,315,9267,UNREVIEWED,D13;D17;D16,NO,NO,NO,NO,0,,,D13,D17;D16,HIGH,FULL_SOURCE_REVIEW
abuse-enforcement-service/types/src/config.rs,abuse-enforcement-service,source,8,235,UNREVIEWED,D13;D17;D16,NO,NO,NO,NO,0,,,D13,D17;D16,HIGH,FULL_SOURCE_REVIEW
abuse-enforcement-service/types/src/lib.rs,abuse-enforcement-service,source,2,35,UNREVIEWED,D13;D16,NO,NO,NO,NO,0,,,D13,D16,HIGH,FULL_SOURCE_REVIEW
adult-content/BUILD,adult-content,config_or_build,11,170,UNREVIEWED,D09;D19,NO,NO,NO,NO,0,,,D09,D19,HIGH,REPRO_BUILD_REVIEW
adult-content/calibration.py,adult-content,source,97,3209,UNREVIEWED,D09;D15,NO,NO,NO,NO,0,,,D09,D15,HIGH,FULL_SOURCE_REVIEW
adult-content/config.py,adult-content,source,44,1202,UNREVIEWED,D09;D17,NO,NO,NO,NO,0,,,D09,D17,HIGH,FULL_SOURCE_REVIEW
adult-content/dataset_utils.py,adult-content,source,66,1661,UNREVIEWED,D09;D15,NO,NO,NO,NO,0,,,D09,D15,HIGH,FULL_SOURCE_REVIEW
adult-content/scripts/BUILD,adult-content,config_or_build,28,898,UNREVIEWED,D09;D19,NO,NO,NO,NO,0,,,D09,D19,HIGH,REPRO_BUILD_REVIEW
adult-content/scripts/calibrate_model_scores.py,adult-content,source,54,1392,UNREVIEWED,D09;D15,NO,NO,NO,NO,0,,,D09,D15,HIGH,FULL_SOURCE_REVIEW
adult-content/scripts/train_model.py,adult-content,source,97,2501,UNREVIEWED,D09;D15,NO,NO,NO,NO,0,,,D09,D15,HIGH,FULL_SOURCE_REVIEW
adult-content/training.py,adult-content,source,85,2242,UNREVIEWED,D09;D15,NO,NO,NO,NO,0,,,D09,D15,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/BUILD,agatha,config_or_build,13,468,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/Bijections.scala,agatha,source,10,375,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/builder/BUILD,agatha,config_or_build,31,955,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/builder/Builder.scala,agatha,source,65,2411,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/job/AgathaJobTemplates.scala,agatha,source,180,6062,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/job/BUILD.bazel,agatha,config_or_build,27,825,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/labels/BUILD,agatha,config_or_build,38,1126,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/labels/LabelGenerator.scala,agatha,source,10,272,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/labels/LabelManager.scala,agatha,source,21,712,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/predict/Aggregators.scala,agatha,source,54,1810,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/predict/BUILD,agatha,config_or_build,14,539,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/predict/Predict.scala,agatha,source,84,2910,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/predict/package.scala,agatha,source,7,163,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/thrift/BUILD,agatha,config_or_build,14,319,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/thrift/agatha.thrift,agatha,schema_or_dsl,52,1450,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/thrift/featureSource.thrift,agatha,schema_or_dsl,29,580,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/agatha/util/BUILD,agatha,config_or_build,10,282,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/agatha/util/CrossedPMIStatToModelledFeature.scala,agatha,source,31,875,UNREVIEWED,D10;D15;D16,NO,NO,NO,NO,0,,,D10,D15;D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/BUILD,agatha,config_or_build,11,285,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/pmi/ModelCommon.scala,agatha,source,85,2344,UNREVIEWED,D10;D15;D16,NO,NO,NO,NO,0,,,D10,D15;D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/PMI.scala,agatha,source,353,10025,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/PMISetExtractors.scala,agatha,source,106,3380,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/PMITypes.scala,agatha,source,115,3910,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/PreProcessors.scala,agatha,source,50,1251,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/examples/BUILD.bazel,agatha,config_or_build,33,1070,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/pmi/examples/TopFollowPmi.scala,agatha,source,128,3760,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,EXAMPLE_REFERENCE_REVIEW
agatha/hub/pmi/math/BUILD,agatha,config_or_build,7,149,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/pmi/math/Math.scala,agatha,source,103,2649,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/math/aggregators/BUILD,agatha,config_or_build,10,262,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/hub/pmi/math/aggregators/Moments.scala,agatha,source,160,4717,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/hub/pmi/math/aggregators/Percentiles.scala,agatha,source,30,843,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/AgathaFeaturesPredictJob.scala,agatha,source,88,3372,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/NSFWBuildJob.scala,agatha,source,57,2106,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/RateBasedBuildJob.scala,agatha,source,60,2365,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/SpagathaBuildJob.scala,agatha,source,56,2133,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/blink/BlinkScoreJobTemplate.scala,agatha,source,338,13339,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/blink/ManhattanImportInjection.scala,agatha,source,14,692,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/ActiveUserFeaturesJob.scala,agatha,source,64,2272,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/BUILD.bazel,agatha,config_or_build,112,3664,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/data/DataLoader.scala,agatha,source,15,410,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/DataLoaderUtil.scala,agatha,source,53,1474,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/FeatureExtractionTemplate.scala,agatha,source,57,2465,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/AbuseReportGraphDataLoader.scala,agatha,source,12,538,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/BUILD.bazel,agatha,config_or_build,287,8010,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/data/loaders/BlockGraphDataLoader.scala,agatha,source,12,512,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/CombinedUserDataLoader.scala,agatha,source,192,6461,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/ContributorGraphDataLoader.scala,agatha,source,12,536,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/DirectMessageGraphDataLoader.scala,agatha,source,34,1331,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/FavGraphDataLoader.scala,agatha,source,41,1575,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/FavedTweetsDataLoader.scala,agatha,source,38,1547,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/FollowGraphDataLoader.scala,agatha,source,12,516,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/HashtagTweetsDataLoader.scala,agatha,source,64,2018,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/LegitTattleGraphDataLoader.scala,agatha,source,39,1497,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/ListFollowerGraphDataLoader.scala,agatha,source,13,559,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/ListMembershipGraphDataLoader.scala,agatha,source,13,556,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/MostRecentEdgeSourceDataLoader.scala,agatha,source,49,1703,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/MuteGraphDataLoader.scala,agatha,source,12,506,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/NonLegitTattlesNoBlocksGraphDataLoader.scala,agatha,source,41,1613,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/RetweetedTweetsDataLoader.scala,agatha,source,43,1583,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/data/loaders/TweetAuthorEngagementGraph.scala,agatha,source,83,2964,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/AgathaLabelManager.scala,agatha,source,21,828,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/BUILD.bazel,agatha,config_or_build,43,1604,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/LabelExtractionTemplate.scala,agatha,source,72,2891,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/LabelUtil.scala,agatha,source,62,1948,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/blocks_per_fav/BUILD.bazel,agatha,config_or_build,55,1961,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/blocks_per_fav/BlocksPerFav.scala,agatha,source,34,1155,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/favs/BUILD.bazel,agatha,config_or_build,33,1342,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/favs/Favs.scala,agatha,source,69,2325,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/nsfw/BUILD.bazel,agatha,config_or_build,79,2999,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/nsfw/NSFWLabel.scala,agatha,source,15,517,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/nsfw/NSFWLabelExtraction.scala,agatha,source,50,1788,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/nsfw/NsfwAgathaLabelManager.scala,agatha,source,8,278,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/rate_based_labels/BUILD.bazel,agatha,config_or_build,89,4246,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/rate_based_labels/RateBasedLabels.scala,agatha,source,230,8126,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/rate_based_labels/RateBasedLabelsExtraction.scala,agatha,source,23,988,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/reports_per_fav/BUILD.bazel,agatha,config_or_build,57,2079,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/reports_per_fav/ReportsPerFav.scala,agatha,source,38,1302,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/spam_reports_per_fav/BUILD.bazel,agatha,config_or_build,57,2097,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/spam_reports_per_fav/SpamReportsPerFav.scala,agatha,source,35,1271,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/spam_suspended/BUILD.bazel,agatha,config_or_build,74,2895,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/labels/spam_suspended/SpamSuspendedLabel.scala,agatha,source,20,764,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/labels/spam_suspended/SpamSuspendedLabelExtraction.scala,agatha,source,35,1489,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/quantile/BUILD.bazel,agatha,config_or_build,69,2507,UNREVIEWED,D10;D15;D16;D19,NO,NO,NO,NO,0,,,D10,D15;D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/quantile/QuantileFeatureExport.scala,agatha,source,210,8161,UNREVIEWED,D10;D15;D16,NO,NO,NO,NO,0,,,D10,D15;D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/util/BUILD.bazel,agatha,config_or_build,38,1425,UNREVIEWED,D10;D16;D19,NO,NO,NO,NO,0,,,D10,D16;D19,HIGH,REPRO_BUILD_REVIEW
agatha/scalding/util/FeaturesToLabels.scala,agatha,source,120,4160,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/util/GetActiveUsers.scala,agatha,source,27,944,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/util/GetSuspendedUsers.scala,agatha,source,28,997,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/scalding/util/PredictionsToDataSetPipe.scala,agatha,source,123,4855,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
agatha/thrift/agatha.thrift,agatha,schema_or_dsl,23,696,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
bdsm/README.md,bdsm,documentation,122,6706,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,DOC_CONTEXT_VERIFY_AGAINST_CODE
bdsm/proto/abuse_inference.proto,bdsm,schema_or_dsl,133,3469,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
bdsm/pyproject.toml,bdsm,config_or_build,44,813,UNREVIEWED,D10;D16;D17;D19,NO,NO,NO,NO,0,,,D10,D16;D17;D19,HIGH,REPRO_BUILD_REVIEW
bdsm/runtime/__init__.py,bdsm,source,0,0,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
bdsm/runtime/action_names.json,bdsm,config_or_build,198,7853,UNREVIEWED,D10;D16;D17,NO,NO,NO,NO,0,,,D10,D16;D17,HIGH,FULL_SOURCE_REVIEW
bdsm/runtime/batch_prefetcher.py,bdsm,source,1029,39891,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
bdsm/runtime/feature_norm.py,bdsm,source,70,1325,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
bdsm/runtime/gizmoduck_age.py,bdsm,source,90,2550,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
bdsm/runtime/gpu_scorer.py,bdsm,source,250,8858,UNREVIEWED,D10;D16,NO,NO,NO,NO,0,,,D10,D16,HIGH,FULL_SOURCE_REVIEW
