path,top_component,specialist_passes,primary_specialist,review_treatment,all_domains
agatha/scalding/blink/BlinkScoreJobTemplate.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/blink/ManhattanImportInjection.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/ActiveUserFeaturesJob.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/data/DataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/DataLoaderUtil.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/FeatureExtractionTemplate.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/AbuseReportGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/data/loaders/BlockGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/CombinedUserDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/ContributorGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/DirectMessageGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/FavGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/FavedTweetsDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/FollowGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/HashtagTweetsDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/LegitTattleGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/ListFollowerGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/ListMembershipGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/MostRecentEdgeSourceDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/MuteGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/NonLegitTattlesNoBlocksGraphDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/RetweetedTweetsDataLoader.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/data/loaders/TweetAuthorEngagementGraph.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/AgathaLabelManager.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/LabelExtractionTemplate.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/LabelUtil.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/blocks_per_fav/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/blocks_per_fav/BlocksPerFav.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/favs/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/favs/Favs.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/nsfw/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/nsfw/NSFWLabel.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/nsfw/NSFWLabelExtraction.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/nsfw/NsfwAgathaLabelManager.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/rate_based_labels/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/rate_based_labels/RateBasedLabels.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/rate_based_labels/RateBasedLabelsExtraction.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/reports_per_fav/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/reports_per_fav/ReportsPerFav.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/spam_reports_per_fav/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/spam_reports_per_fav/SpamReportsPerFav.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/spam_suspended/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/labels/spam_suspended/SpamSuspendedLabel.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/labels/spam_suspended/SpamSuspendedLabelExtraction.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/quantile/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D15;D16;D19
agatha/scalding/quantile/QuantileFeatureExport.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D15;D16
agatha/scalding/util/BUILD.bazel,agatha,S11;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D19
agatha/scalding/util/FeaturesToLabels.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/util/GetActiveUsers.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/util/GetSuspendedUsers.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/scalding/util/PredictionsToDataSetPipe.scala,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
agatha/thrift/agatha.thrift,agatha,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/README.md,bdsm,S11,S11,DOC_CONTEXT_VERIFY_AGAINST_CODE,D10;D16
bdsm/proto/abuse_inference.proto,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/pyproject.toml,bdsm,S11;S17;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D17;D19
bdsm/runtime/__init__.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/action_names.json,bdsm,S11;S17,S11,FULL_SOURCE_REVIEW,D10;D16;D17
bdsm/runtime/batch_prefetcher.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/feature_norm.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/gizmoduck_age.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/gpu_scorer.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/heads.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/labels.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/load_backbone.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/login_starter_pack_counter.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/loss.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/manhattan_arrow_adapter.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/manhattan_scorer.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/metrics.py,bdsm,S11;S18,S11,FULL_SOURCE_REVIEW,D10;D16;D18
bdsm/runtime/model.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D15;D16
bdsm/runtime/pipeline_security.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/proto_gen/__init__.py,bdsm,S11,S11,BOUNDARY_TRACE_GENERATED,D10;D16
bdsm/runtime/proto_gen/abuse_inference_pb2.py,bdsm,S11,S11,BOUNDARY_TRACE_GENERATED,D10;D16
bdsm/runtime/score_layout.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/score_results_sink_focal.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/sequence_cache.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/sink_policy.yaml,bdsm,S11;S17,S11,FULL_SOURCE_REVIEW,D10;D16;D17
bdsm/runtime/starter_pack_follows.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/runtime/task_heads.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/rust/abuse-v3-features/Cargo.toml,bdsm,S11;S17;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D17;D19
bdsm/rust/abuse-v3-features/src/derived.rs,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/rust/abuse-v3-features/src/lib.rs,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/rust/accumulator/Cargo.lock,bdsm,S11;S18,S11,BOUNDARY_TRACE_GENERATED,D10;D16;D19
bdsm/rust/accumulator/Cargo.toml,bdsm,S11;S17;S18,S11,REPRO_BUILD_REVIEW,D10;D16;D17;D19
bdsm/rust/accumulator/Dockerfile,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/rust/accumulator/src/main.rs,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D16
bdsm/rust/accumulator/src/trace.rs,bdsm,S11;S18,S11,FULL_SOURCE_REVIEW,D10;D16;D18
bdsm/tests/conftest.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_feature_norm.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_heads.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_labels.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_loss.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_pipeline_security.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_score_layout.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_sink_policy.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D16
bdsm/tests/test_train_head.py,bdsm,S11,S11,TEST_EVIDENCE,D10;D15;D16
bdsm/training/__init__.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D15;D16
bdsm/training/train_head.py,bdsm,S11,S11,FULL_SOURCE_REVIEW,D10;D15;D16
botmaker/BUILD.bazel,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/CONFIG.ini,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/BUILD,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/LocalAggregator.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/MoniodAggregator.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/BloomFilterAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/ComboAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/CounterAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/HllAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/LocalAggregatorConfigs.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/QTreeAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/SetAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/SimpleStatsAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/config/SketchMapAggregator.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/function/BloomFilterFunctions.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/function/HllFunctions.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/function/QTreeFunctions.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_aggregator/src/main/scala/com/twitter/botmaker/runtime/function/SketchMapFunctions.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/resources/BUILD,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_app/src/main/resources/logback.xml,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/client/AppClient.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/client/BUILD.bazel,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/client/BotMakerAppClient.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/module/AppBotMaker.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/module/BUILD,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/module/BotMakerApp.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/module/BotMakerAppController.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/module/BotMakerAppModule.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/module/InjectionNamedConstants.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/publisher/function/Arguments.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/publisher/function/WriteToConfigBus.scala,botmaker,S12;S17,S12,FULL_SOURCE_REVIEW,D11;D16;D17
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/publisher/function/WriteToFile.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/runtime/BUILD.bazel,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/runtime/StdBotMakerAppRuntime.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/server/BUILD.bazel,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/server/BotMakerAppServer.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/server/BotMakerAppThriftController.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/util/BUILD,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_app/src/main/scala/com/twitter/botmaker/app/util/JsonUtils.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_common/src/main/scala/com/twitter/botmaker/common/BUILD,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_common/src/main/scala/com/twitter/botmaker/common/UserAgent.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_common/src/main/scala/com/twitter/botmaker/common/UserAgentProperties.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
botmaker/botmaker_eventbus/src/main/scala/com/twitter/botmaker/BUILD.bazel,botmaker,S12;S18,S12,REPRO_BUILD_REVIEW,D11;D16;D19
botmaker/botmaker_eventbus/src/main/scala/com/twitter/botmaker/runtime/EventBusContainer.scala,botmaker,S12,S12,FULL_SOURCE_REVIEW,D11;D16
